# log of : power			 measured voltage
4.637e-01	5.306e-01	9.531e-02	9.531e-02	0.000e+00	0.000e+00
1.115e+00	2.175e+00	1.030e+00	6.419e-01	2.624e-01	1.823e-01
1.617e+00	3.025e+00	1.887e+00	1.281e+00	8.755e-01	6.419e-01
2.014e+00	3.624e+00	2.425e+00	1.775e+00	1.308e+00	1.030e+00
2.333e+00	4.043e+00	2.839e+00	2.163e+00	1.649e+00	1.361e+00
2.602e+00	4.369e+00	3.165e+00	2.460e+00	1.960e+00	1.649e+00
2.833e+00	4.625e+00	3.428e+00	2.708e+00	2.197e+00	1.872e+00
3.028e+00	4.840e+00	3.645e+00	2.923e+00	2.416e+00	2.067e+00
